avg_mom_change,mom_change,month,num_months,source,stddev_mom_change,total_fees
0.013879891084353141,1.5885530260665326,2024-11-01,13,ccip,0.6556649299544993,136241.65406729726
-0.20680156483493575,-0.04099285262842484,2024-11-01,13,fm,0.4125979096898826,63276.936498466646
-0.2248887169446889,-0.19056639417496715,2024-11-01,13,ocr,0.4220851758247612,120870.67475360326
-0.2000364847598977,-0.054314017429639656,2024-11-01,13,vrf,0.32648079330899255,11069.234312036482
-0.07127784895166149,-0.040973668251601744,2024-12-01,13,automation,0.5023992475438808,130457.15567221922
0.013879891084353141,0.45398756083029923,2024-12-01,13,ccip,0.6556649299544993,198093.67028079496
-0.20680156483493575,0.02453570299971063,2024-12-01,13,fm,0.4125979096898826,64829.48061912457
-0.2248887169446889,-0.04820275359064496,2024-12-01,13,ocr,0.4220851758247612,115044.37540212033
-0.2000364847598977,0.328464958697289,2024-12-01,13,vrf,0.32648079330899255,14705.08990315016
-0.07127784895166149,-0.20517980093007138,2025-01-01,13,automation,0.5023992475438808,103689.98244148995
0.013879891084353141,-0.12167336452786731,2025-01-01,13,ccip,0.6556649299544993,173990.94692605664
-0.20680156483493575,-0.22714539357474386,2025-01-01,13,fm,0.4125979096898826,50103.76272864729
-0.2248887169446889,0.19092787393849786,2025-01-01,13,ocr,0.4220851758247612,137009.5534062296
-0.2000364847598977,-0.38452669131636413,2025-01-01,13,vrf,0.32648079330899255,9050.590337182155
-0.07127784895166149,-0.6812925661107363,2025-02-01,13,automation,0.5023992475438808,33046.76822395007
0.013879891084353141,-0.6311534608760458,2025-02-01,13,ccip,0.6556649299544993,64175.958612575574
-0.20680156483493575,0.36523795139918963,2025-02-01,13,fm,0.4125979096898826,68403.5583850495
-0.2248887169446889,0.15062301461652075,2025-02-01,13,ocr,0.4220851758247612,157646.3453715391
-0.2000364847598977,-0.5257865379916601,2025-02-01,13,vrf,0.32648079330899255,4291.9117770143785
-0.07127784895166149,-0.40154507345219503,2025-03-01,13,automation,0.5023992475438808,19777.001250106376
0.013879891084353141,-0.10484491188809601,2025-03-01,13,ccip,0.6556649299544993,57447.43588650599
-0.20680156483493575,0.2561742785614788,2025-03-01,13,fm,0.4125979096898826,85926.79060537755
-0.2248887169446889,0.060372759971564126,2025-03-01,13,ocr,0.4220851758247612,167163.89034104932
-0.2000364847598977,-0.26469281378235177,2025-03-01,13,vrf,0.32648079330899255,3155.873572250829
-0.07127784895166149,-0.7702141873588317,2025-04-01,13,automation,0.5023992475438808,4544.474303861094
0.013879891084353141,-0.8414046432787797,2025-04-01,13,ccip,0.6556649299544993,9110.896587139845
-0.20680156483493575,-1.0,2025-04-01,13,fm,0.4125979096898826,0.0
-0.2248887169446889,-0.9943000816458846,2025-04-01,13,ocr,0.4220851758247612,952.8205267002907
-0.2000364847598977,-0.8092532028986681,2025-04-01,13,vrf,0.32648079330899255,601.9727759635841
