avg_mom_change,mom_change,month,num_months,source,stddev_mom_change,total_fees
0.013879891084353104,0.6901687970238499,2024-10-01,13,ccip,0.6556649299544993,52632.35973741089
-0.2000364847598977,0.10671098337378555,2024-09-01,13,vrf,0.3264807933089926,10090.475620127707
-0.22488871694468884,-0.635514026642612,2024-09-01,13,ocr,0.4220851758247612,426088.2815901325
-0.20680156483493575,-0.44345157101747984,2024-09-01,13,fm,0.4125979096898826,657562.0332976844
0.013879891084353104,0.23378847064328975,2024-09-01,13,ccip,0.6556649299544993,31140.29783894312
-0.07127784895166152,1.146226471339266,2024-09-01,13,automation,0.5023992475438807,88358.9882931099
-0.2000364847598977,-0.2274201095387645,2024-08-01,13,vrf,0.3264807933089926,9117.534543090103
-0.22488871694468884,0.4140101976805496,2024-08-01,13,ocr,0.4220851758247612,1169011.4647356865
-0.20680156483493575,-0.068916118278822,2024-08-01,13,fm,0.4125979096898826,1181500.1158117307
0.013879891084353104,-0.42888311800822554,2024-08-01,13,ccip,0.6556649299544993,25239.575972619325
-0.07127784895166152,-0.316077272538194,2024-08-01,13,automation,0.5023992475438807,41169.46159832473
0.013879891084353104,-0.1902920127367479,2024-07-01,13,ccip,0.6556649299544993,44193.363510103416
-0.20680156483493575,-0.1734559885097503,2024-07-01,13,fm,0.4125979096898826,1268951.3147060818
-0.07127784895166152,0.06096136707581123,2024-07-01,13,automation,0.5023992475438807,60196.07178593704
-0.22488871694468884,-0.37186914467033644,2024-07-01,13,ocr,0.4220851758247612,826734.8189236944
-0.2000364847598977,-0.44734168568386223,2024-07-01,13,vrf,0.3264807933089926,11801.41323332513
-0.2000364847598977,0.03759575563226836,2024-06-01,13,vrf,0.3264807933089926,21353.905166392473
-0.22488871694468884,-0.5825072355016508,2024-06-01,13,ocr,0.4220851758247612,1316182.4672500717
-0.20680156483493575,-0.3020744024228959,2024-06-01,13,fm,0.4125979096898826,1535249.541543682
0.013879891084353104,-0.27476489451363223,2024-06-01,13,ccip,0.6556649299544993,54579.384426567696
-0.07127784895166152,-0.1314802937326146,2024-06-01,13,automation,0.5023992475438807,56737.28907947665
-0.2000364847598977,-0.3198771331099787,2024-05-01,13,vrf,0.3264807933089926,20580.17782983343
-0.22488871694468884,-0.042100159586256486,2024-05-01,13,ocr,0.4220851758247612,3152587.4917414915
-0.20680156483493575,0.02812666393501333,2024-05-01,13,fm,0.4125979096898826,2199732.3881992646
0.013879891084353104,-0.20692275572233892,2024-05-01,13,ccip,0.6556649299544993,75257.50479213892
-0.07127784895166152,-0.00548790968210738,2024-05-01,13,automation,0.5023992475438807,65326.42687327732
-0.22488871694468884,,2024-04-01,13,ocr,0.4220851758247612,3291145.231196407
-0.20680156483493575,,2024-04-01,13,fm,0.4125979096898826,2139553.8753757165
0.013879891084353104,,2024-04-01,13,ccip,0.6556649299544993,94893.03259568852
-0.2000364847598977,,2024-04-01,13,vrf,0.3264807933089926,30259.499910567378
-0.07127784895166152,,2024-04-01,13,automation,0.5023992475438807,65686.91070653142
